Review_Text,Word_Tokens,Updated_Aspect_Terms,BIO_Tags
"ബാക്കി എല്ലാം തട്ടിപ്പാണ്. ചൈനക്കാർ പണ്ട് പത്താഴം പോലുള്ള ഓഡിയോ set ഇറക്കിയിരുന്നു. അതിൽ എമർജൻസി light മുതൽ radio, ടേപ്പ് റെക്കോർഡർ, night lamp, music light എല്ലാം ഉണ്ട്‌ സൗണ്ട് ലോകം കിടുകുന്ന sound. പക്ഷെ sound ക്വാളിറ്റി very bad.അതുപോലെയാണ് ഈ item എല്ലാം.","['ബാക്കി', 'എല്ലാം', 'തട്ടിപ്പാണ്', 'ചൈനക്കാർ', 'പണ്ട്', 'പത്താഴം', 'പോലുള്ള', 'ഓഡിയോ', 'set', 'ഇറക്കിയിരുന്നു', 'അതിൽ', 'എമർജൻസി', 'light', 'മുതൽ', 'radio', 'ടേപ്പ്', 'റെക്കോർഡർ', 'night', 'lamp', 'music', 'light', 'എല്ലാം', 'ഉണ്ട്', 'സൗണ്ട്', 'ലോകം', 'കിടുകുന്ന', 'sound', 'പക്ഷെ', 'sound', 'ക്വാളിറ്റി', 'very', 'badഅതുപോലെയാണ്', 'ഈ', 'item', 'എല്ലാം']",{},"[('ബാക്കി', 'O'), ('എല്ലാം', 'O'), ('തട്ടിപ്പാണ്', 'O'), ('ചൈനക്കാർ', 'O'), ('പണ്ട്', 'O'), ('പത്താഴം', 'O'), ('പോലുള്ള', 'O'), ('ഓഡിയോ', 'O'), ('set', 'O'), ('ഇറക്കിയിരുന്നു', 'O'), ('അതിൽ', 'O'), ('എമർജൻസി', 'O'), ('light', 'O'), ('മുതൽ', 'O'), ('radio', 'O'), ('ടേപ്പ്', 'O'), ('റെക്കോർഡർ', 'O'), ('night', 'O'), ('lamp', 'O'), ('music', 'O'), ('light', 'O'), ('എല്ലാം', 'O'), ('ഉണ്ട്', 'O'), ('സൗണ്ട്', 'O'), ('ലോകം', 'O'), ('കിടുകുന്ന', 'O'), ('sound', 'O'), ('പക്ഷെ', 'O'), ('sound', 'O'), ('ക്വാളിറ്റി', 'O'), ('very', 'O'), ('badഅതുപോലെയാണ്', 'O'), ('ഈ', 'O'), ('item', 'O'), ('എല്ലാം', 'O')]"
ഫിഗർ പ്രിന്റ് adiyam ok ആണ് but ബാക്കി ഇടക്ക് ആകും ഇടക്ക് akula,"['ഫിഗർ', 'പ്രിന്റ്', 'adiyam', 'ok', 'ആണ്', 'but', 'ബാക്കി', 'ഇടക്ക്', 'ആകും', 'ഇടക്ക്', 'akula']",{},"[('ഫിഗർ', 'O'), ('പ്രിന്റ്', 'O'), ('adiyam', 'O'), ('ok', 'O'), ('ആണ്', 'O'), ('but', 'O'), ('ബാക്കി', 'O'), ('ഇടക്ക്', 'O'), ('ആകും', 'O'), ('ഇടക്ക്', 'O'), ('akula', 'O')]"
ജയരാജേട്ടാ എന്റെ കയ്യിൽ samsung not 20ultra യുടെ ഫോൺ ആണ് അതിന്റെ ഡിസ്‌പ്ലൈ പൊട്ടിപ്പോയി അത് എവിടെ കിട്ടുമെന്ന് അറിയുമോ,"['ജയരാജേട്ടാ', 'എന്റെ', 'കയ്യിൽ', 'samsung', 'not', '20ultra', 'യുടെ', 'ഫോൺ', 'ആണ്', 'അതിന്റെ', 'ഡിസ്പ്ലൈ', 'പൊട്ടിപ്പോയി', 'അത്', 'എവിടെ', 'കിട്ടുമെന്ന്', 'അറിയുമോ']","{'phone': ['ഐഫോൺ', 'samsung']}","[('ജയരാജേട്ടാ', 'O'), ('എന്റെ', 'O'), ('കയ്യിൽ', 'O'), ('samsung', 'B-phone'), ('not', 'O'), ('20ultra', 'O'), ('യുടെ', 'O'), ('ഫോൺ', 'O'), ('ആണ്', 'O'), ('അതിന്റെ', 'O'), ('ഡിസ്പ്ലൈ', 'O'), ('പൊട്ടിപ്പോയി', 'O'), ('അത്', 'O'), ('എവിടെ', 'O'), ('കിട്ടുമെന്ന്', 'O'), ('അറിയുമോ', 'O')]"
"infinix ൻ്റെ ഏറ്റവും വലിയ advantage ആണ് value for money, complaints കുറവാണ്. പക്ഷേ update ലഭിക്കുന്നില്ല","['infinix', 'ൻ്റെ', 'ഏറ്റവും', 'വലിയ', 'advantage', 'ആണ്', 'value', 'for', 'money', 'complaints', 'കുറവാണ്', 'പക്ഷേ', 'update', 'ലഭിക്കുന്നില്ല']",{'software': ['update']},"[('infinix', 'O'), ('ൻ്റെ', 'O'), ('ഏറ്റവും', 'O'), ('വലിയ', 'O'), ('advantage', 'O'), ('ആണ്', 'O'), ('value', 'O'), ('for', 'O'), ('money', 'O'), ('complaints', 'O'), ('കുറവാണ്', 'O'), ('പക്ഷേ', 'O'), ('update', 'B-software'), ('ലഭിക്കുന്നില്ല', 'O')]"
<b>ഇത് apple store vanggan കിട്ടില്ലേ. ഇല്ലേ ഇതിന്റെ manufacture നിർത്തിയോ.new കിട്ടുമോ offlineൽ. please reply</b> ☺️☺️,"['bഇത്', 'apple', 'store', 'vanggan', 'കിട്ടില്ലേ', 'ഇല്ലേ', 'ഇതിന്റെ', 'manufacture', 'നിർത്തിയോnew', 'കിട്ടുമോ', 'offlineൽ', 'please', 'replyb']",{'phone': ['apple']},"[('bഇത്', 'O'), ('apple', 'B-phone'), ('store', 'O'), ('vanggan', 'O'), ('കിട്ടില്ലേ', 'O'), ('ഇല്ലേ', 'O'), ('ഇതിന്റെ', 'O'), ('manufacture', 'O'), ('നിർത്തിയോnew', 'O'), ('കിട്ടുമോ', 'O'), ('offlineൽ', 'O'), ('please', 'O'), ('replyb', 'O')]"
A 71 review ചെയ്യാമോ,"['a', '71', 'review', 'ചെയ്യാമോ']",{'phone': ['A 71']},"[('a', 'B-phone'), ('71', 'I-phone'), ('review', 'O'), ('ചെയ്യാമോ', 'O')]"
Dosen&#39; support APK അത്  എന്തുവാ മനസിലായില്ല 🤔 apk only for ആൻഡ്രോയ്ഡ് ബ്രൊ androind package kit. 🙏,"['dosen39', 'support', 'apk', 'അത്', 'എന്തുവാ', 'മനസിലായില്ല', 'apk', 'only', 'for', 'ആൻഡ്രോയ്ഡ്', 'ബ്രൊ', 'androind', 'package', 'kit']","{'software': ['androind package kit', 'apk']}","[('dosen39', 'O'), ('support', 'O'), ('apk', 'B-software'), ('അത്', 'O'), ('എന്തുവാ', 'O'), ('മനസിലായില്ല', 'O'), ('apk', 'O'), ('only', 'O'), ('for', 'O'), ('ആൻഡ്രോയ്ഡ്', 'O'), ('ബ്രൊ', 'O'), ('androind', 'B-software'), ('package', 'I-software'), ('kit', 'I-software')]"
"Service onnum nokanda, Pina software is വളരെ bore ആണ്","['service', 'onnum', 'nokanda', 'pina', 'software', 'is', 'വളരെ', 'bore', 'ആണ്']",{},"[('service', 'O'), ('onnum', 'O'), ('nokanda', 'O'), ('pina', 'O'), ('software', 'O'), ('is', 'O'), ('വളരെ', 'O'), ('bore', 'O'), ('ആണ്', 'O')]"
Realmi 9 pro plus ൽ Screen ൽ line ൽ issue വരാറുണ്ടോ ?,"['realmi', '9', 'pro', 'plus', 'ൽ', 'screen', 'ൽ', 'line', 'ൽ', 'issue', 'വരാറുണ്ടോ']","{'screen': ['screen'], 'phone': ['pro'], 'processor': ['processor']}","[('realmi', 'O'), ('9', 'O'), ('pro', 'B-phone'), ('plus', 'O'), ('ൽ', 'O'), ('screen', 'B-screen'), ('ൽ', 'O'), ('line', 'O'), ('ൽ', 'O'), ('issue', 'O'), ('വരാറുണ്ടോ', 'O')]"
Storage പോരാ,"['storage', 'പോരാ']",{'memory': ['storage']},"[('storage', 'B-memory'), ('പോരാ', 'O')]"
Bro.... അതെന്താ Back Panel ൽ Product എന്ന് എഴുതിയിരിക്കുന്നേ?,"['bro', 'അതെന്താ', 'back', 'panel', 'ൽ', 'product', 'എന്ന്', 'എഴുതിയിരിക്കുന്നേ']","{'phone': ['pro'], 'processor': ['processor']}","[('bro', 'O'), ('അതെന്താ', 'O'), ('back', 'O'), ('panel', 'O'), ('ൽ', 'O'), ('product', 'O'), ('എന്ന്', 'O'), ('എഴുതിയിരിക്കുന്നേ', 'O')]"
ANC എങ്ങനെ,"['anc', 'എങ്ങനെ']",{},"[('anc', 'O'), ('എങ്ങനെ', 'O')]"
Chettan oru maasam mumbu alle iPhone 13 mini upayogichathu...Pinna enthina kore naal... Varsham ennokke parayane aa video kandu irikkumbalaanu ഈ  video nta notification vannathu🤣🤣🤣🤣😜😜,"['chettan', 'oru', 'maasam', 'mumbu', 'alle', 'iphone', '13', 'mini', 'upayogichathupinna', 'enthina', 'kore', 'naal', 'varsham', 'ennokke', 'parayane', 'aa', 'video', 'kandu', 'irikkumbalaanu', 'ഈ', 'video', 'nta', 'notification', 'vannathu']","{'camera': ['video'], 'phone': ['iphone', '13 mini', '13pro']}","[('chettan', 'O'), ('oru', 'O'), ('maasam', 'O'), ('mumbu', 'O'), ('alle', 'O'), ('iphone', 'B-phone'), ('13', 'B-phone'), ('mini', 'I-phone'), ('upayogichathupinna', 'O'), ('enthina', 'O'), ('kore', 'O'), ('naal', 'O'), ('varsham', 'O'), ('ennokke', 'O'), ('parayane', 'O'), ('aa', 'O'), ('video', 'B-camera'), ('kandu', 'O'), ('irikkumbalaanu', 'O'), ('ഈ', 'O'), ('video', 'O'), ('nta', 'O'), ('notification', 'O'), ('vannathu', 'O')]"
"only facing battery issue, other than that itz a great deal...","['only', 'facing', 'battery', 'issue', 'other', 'than', 'that', 'itz', 'a', 'great', 'deal']",{},"[('only', 'O'), ('facing', 'O'), ('battery', 'O'), ('issue', 'O'), ('other', 'O'), ('than', 'O'), ('that', 'O'), ('itz', 'O'), ('a', 'O'), ('great', 'O'), ('deal', 'O')]"
@Batman_94  ഞാൻ പറഞ്ഞല്ലോ ബ്രോ chipset അടിപൊളി ആണ് ബാക്കിയുള്ള specs വെത്യാസം ഇല്ലെന്നാണ് ഞാൻ പറഞ്ഞത് innovetions peak leval എത്താറായി,"['ഞാൻ', 'പറഞ്ഞല്ലോ', 'ബ്രോ', 'chipset', 'അടിപൊളി', 'ആണ്', 'ബാക്കിയുള്ള', 'specs', 'വെത്യാസം', 'ഇല്ലെന്നാണ്', 'ഞാൻ', 'പറഞ്ഞത്', 'innovetions', 'peak', 'leval', 'എത്താറായി']",{'processor': ['chip']},"[('ഞാൻ', 'O'), ('പറഞ്ഞല്ലോ', 'O'), ('ബ്രോ', 'O'), ('chipset', 'O'), ('അടിപൊളി', 'O'), ('ആണ്', 'O'), ('ബാക്കിയുള്ള', 'O'), ('specs', 'O'), ('വെത്യാസം', 'O'), ('ഇല്ലെന്നാണ്', 'O'), ('ഞാൻ', 'O'), ('പറഞ്ഞത്', 'O'), ('innovetions', 'O'), ('peak', 'O'), ('leval', 'O'), ('എത്താറായി', 'O')]"
"<a href=""https://www.youtube.com/watch?v=5v_dWlK01iU&amp;t=9m57s"">9:57</a> indoor ഇൽ എന്തിനാണ് ദാസാ ultrawide? അതൊക്കെ out door ഇൽ അല്ലെ main use.... 😁.ഇത് വാങ്ങണം എന്നുണ്ട് റീസൺ എന്താ ചോദിച്ചാൽ ഡെഡിക്കേറ്റഡ് മാക്രോ ഇല്ല 😁.2 ക്യാമറ മാത്രേ ഉള്ളൂ.....പിന്നെ സ്റ്റോക്ക് ആൻഡ്രോയ്ഡ്..Light ഒന്നും ഞാൻ use ചെയ്യാൻ പോവുന്നില്ല എറിപോയാൽ 1 day use ചെയ്യും...വേറെ ഈ പറഞ്ഞതുപോലെ വേറെ ഏതെങ്കിലും ഫോൺ ഉണ്ടോ ആൻഡ്രോയ്ഡ് ഇൽ....Zenfone 9 വരുന്നുണ്ട് ബട്ട്‌ price കൂടുതൽ ആയിരിക്കും...Bro ചുമ്മാ ❤️ ഇത്പോലെ അടിച്ചു പോവാതെ ഒരു റിപ്ലൈ തരണേ......","['indoor', 'ഇൽ', 'എന്തിനാണ്', 'ദാസാ', 'ultrawide', 'അതൊക്കെ', 'out', 'door', 'ഇൽ', 'അല്ലെ', 'main', 'use', 'ഇത്', 'വാങ്ങണം', 'എന്നുണ്ട്', 'റീസൺ', 'എന്താ', 'ചോദിച്ചാൽ', 'ഡെഡിക്കേറ്റഡ്', 'മാക്രോ', 'ഇല്ല', '2', 'ക്യാമറ', 'മാത്രേ', 'ഉള്ളൂപിന്നെ', 'സ്റ്റോക്ക്', 'ആൻഡ്രോയ്ഡ്light', 'ഒന്നും', 'ഞാൻ', 'use', 'ചെയ്യാൻ', 'പോവുന്നില്ല', 'എറിപോയാൽ', '1', 'day', 'use', 'ചെയ്യുംവേറെ', 'ഈ', 'പറഞ്ഞതുപോലെ', 'വേറെ', 'ഏതെങ്കിലും', 'ഫോൺ', 'ഉണ്ടോ', 'ആൻഡ്രോയ്ഡ്', 'ഇൽzenfone', '9', 'വരുന്നുണ്ട്', 'ബട്ട്', 'price', 'കൂടുതൽ', 'ആയിരിക്കുംbro', 'ചുമ്മാ', 'ഇത്പോലെ', 'അടിച്ചു', 'പോവാതെ', 'ഒരു', 'റിപ്ലൈ', 'തരണേ']","{'camera': ['ultrawide', 'ക്യാമറ'], 'phone': ['23ultra'], 'price': ['price']}","[('indoor', 'O'), ('ഇൽ', 'O'), ('എന്തിനാണ്', 'O'), ('ദാസാ', 'O'), ('ultrawide', 'B-camera'), ('അതൊക്കെ', 'O'), ('out', 'O'), ('door', 'O'), ('ഇൽ', 'O'), ('അല്ലെ', 'O'), ('main', 'O'), ('use', 'O'), ('ഇത്', 'O'), ('വാങ്ങണം', 'O'), ('എന്നുണ്ട്', 'O'), ('റീസൺ', 'O'), ('എന്താ', 'O'), ('ചോദിച്ചാൽ', 'O'), ('ഡെഡിക്കേറ്റഡ്', 'O'), ('മാക്രോ', 'O'), ('ഇല്ല', 'O'), ('2', 'O'), ('ക്യാമറ', 'B-camera'), ('മാത്രേ', 'O'), ('ഉള്ളൂപിന്നെ', 'O'), ('സ്റ്റോക്ക്', 'O'), ('ആൻഡ്രോയ്ഡ്light', 'O'), ('ഒന്നും', 'O'), ('ഞാൻ', 'O'), ('use', 'O'), ('ചെയ്യാൻ', 'O'), ('പോവുന്നില്ല', 'O'), ('എറിപോയാൽ', 'O'), ('1', 'O'), ('day', 'O'), ('use', 'O'), ('ചെയ്യുംവേറെ', 'O'), ('ഈ', 'O'), ('പറഞ്ഞതുപോലെ', 'O'), ('വേറെ', 'O'), ('ഏതെങ്കിലും', 'O'), ('ഫോൺ', 'O'), ('ഉണ്ടോ', 'O'), ('ആൻഡ്രോയ്ഡ്', 'O'), ('ഇൽzenfone', 'O'), ('9', 'O'), ('വരുന്നുണ്ട്', 'O'), ('ബട്ട്', 'O'), ('price', 'B-price'), ('കൂടുതൽ', 'O'), ('ആയിരിക്കുംbro', 'O'), ('ചുമ്മാ', 'O'), ('ഇത്പോലെ', 'O'), ('അടിച്ചു', 'O'), ('പോവാതെ', 'O'), ('ഒരു', 'O'), ('റിപ്ലൈ', 'O'), ('തരണേ', 'O')]"
സാംസങ് എനിക്കിഷ്ടം ആണ് brand പിന്നെ ഇതിൽ കാണുന്ന പോലെ വേറെ ഒരു ഫോണിലും ഇല്ല പക്കാ വീഡീയോ എല്ലാം,"['സാംസങ്', 'എനിക്കിഷ്ടം', 'ആണ്', 'brand', 'പിന്നെ', 'ഇതിൽ', 'കാണുന്ന', 'പോലെ', 'വേറെ', 'ഒരു', 'ഫോണിലും', 'ഇല്ല', 'പക്കാ', 'വീഡീയോ', 'എല്ലാം']",{},"[('സാംസങ്', 'O'), ('എനിക്കിഷ്ടം', 'O'), ('ആണ്', 'O'), ('brand', 'O'), ('പിന്നെ', 'O'), ('ഇതിൽ', 'O'), ('കാണുന്ന', 'O'), ('പോലെ', 'O'), ('വേറെ', 'O'), ('ഒരു', 'O'), ('ഫോണിലും', 'O'), ('ഇല്ല', 'O'), ('പക്കാ', 'O'), ('വീഡീയോ', 'O'), ('എല്ലാം', 'O')]"
Note 10s ഫ്രണ്ട് ക്യാമറ ദാരിദ്ര്യം ആണ്. ക്യമാറ കൊണ്ട് ബെറ്റർ Note 10 ആണ്,"['note', '10s', 'ഫ്രണ്ട്', 'ക്യാമറ', 'ദാരിദ്ര്യം', 'ആണ്', 'ക്യമാറ', 'കൊണ്ട്', 'ബെറ്റർ', 'note', '10', 'ആണ്']",{'camera': ['ക്യാമറ']},"[('note', 'O'), ('10s', 'O'), ('ഫ്രണ്ട്', 'O'), ('ക്യാമറ', 'B-camera'), ('ദാരിദ്ര്യം', 'O'), ('ആണ്', 'O'), ('ക്യമാറ', 'O'), ('കൊണ്ട്', 'O'), ('ബെറ്റർ', 'O'), ('note', 'O'), ('10', 'O'), ('ആണ്', 'O')]"
ഇത് ഞാൻ മേടിച്ചതാണ്.....3പ്രാവിശ്യം പണി കിട്ടി...ഫുൾ lag . Mother ബോർഡ് എന്തോ മാറ്റി വെച്ച്.... എന്നാണ് അവർ പറഞ്ഞത്.....ഇപ്പൊ കുഴപ്പമില്ല എന്ന് തോന്നുന്നു. (പപ്പയ്ക് മേടിച്ചതാണ് ).ഫോൺ വാങ്ങിക്കൊടുത്ത മനസിന്‌ 👍🏻,"['ഇത്', 'ഞാൻ', 'മേടിച്ചതാണ്3പ്രാവിശ്യം', 'പണി', 'കിട്ടിഫുൾ', 'lag', 'mother', 'ബോർഡ്', 'എന്തോ', 'മാറ്റി', 'വെച്ച്', 'എന്നാണ്', 'അവർ', 'പറഞ്ഞത്ഇപ്പൊ', 'കുഴപ്പമില്ല', 'എന്ന്', 'തോന്നുന്നു', 'പപ്പയ്ക്', 'മേടിച്ചതാണ്', 'ഫോൺ', 'വാങ്ങിക്കൊടുത്ത', 'മനസിന്']","{'phone': ['ഐഫോൺ'], 'battery': ['ബാറ്ററി കേസ്'], 'software': ['lag']}","[('ഇത്', 'O'), ('ഞാൻ', 'O'), ('മേടിച്ചതാണ്3പ്രാവിശ്യം', 'O'), ('പണി', 'O'), ('കിട്ടിഫുൾ', 'O'), ('lag', 'B-software'), ('mother', 'O'), ('ബോർഡ്', 'O'), ('എന്തോ', 'O'), ('മാറ്റി', 'O'), ('വെച്ച്', 'O'), ('എന്നാണ്', 'O'), ('അവർ', 'O'), ('പറഞ്ഞത്ഇപ്പൊ', 'O'), ('കുഴപ്പമില്ല', 'O'), ('എന്ന്', 'O'), ('തോന്നുന്നു', 'O'), ('പപ്പയ്ക്', 'O'), ('മേടിച്ചതാണ്', 'O'), ('ഫോൺ', 'O'), ('വാങ്ങിക്കൊടുത്ത', 'O'), ('മനസിന്', 'O')]"
boat has a separate fan base🔥..9 മണി കഴിഞ്ഞു കാണുന്നവർ ഉണ്ടോ😻,"['boat', 'has', 'a', 'separate', 'fan', 'base9', 'മണി', 'കഴിഞ്ഞു', 'കാണുന്നവർ', 'ഉണ്ടോ']",{},"[('boat', 'O'), ('has', 'O'), ('a', 'O'), ('separate', 'O'), ('fan', 'O'), ('base9', 'O'), ('മണി', 'O'), ('കഴിഞ്ഞു', 'O'), ('കാണുന്നവർ', 'O'), ('ഉണ്ടോ', 'O')]"
Tecno സർവീസ് ഒന്നും പ്രശ്നമില്ല കോട്ടയം ജില്ലയിൽ തന്നെ രണ്ടോ മൂന്നോ സർവീസ് സെന്ററുകളുണ്ട്,"['tecno', 'സർവീസ്', 'ഒന്നും', 'പ്രശ്നമില്ല', 'കോട്ടയം', 'ജില്ലയിൽ', 'തന്നെ', 'രണ്ടോ', 'മൂന്നോ', 'സർവീസ്', 'സെന്ററുകളുണ്ട്']",{},"[('tecno', 'O'), ('സർവീസ്', 'O'), ('ഒന്നും', 'O'), ('പ്രശ്നമില്ല', 'O'), ('കോട്ടയം', 'O'), ('ജില്ലയിൽ', 'O'), ('തന്നെ', 'O'), ('രണ്ടോ', 'O'), ('മൂന്നോ', 'O'), ('സർവീസ്', 'O'), ('സെന്ററുകളുണ്ട്', 'O')]"
